Cat1,Org1,Cat2,Cat3/Org2,Org3
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['National Rural Employment Guarantee Scheme (NREGA), Karnataka', 'http://karnregs.kar.nic.in', 'NREGA ']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Navalgunda Town Municipal Council, Karnataka', 'http://www.navalgundtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Nelamangala Town Municipal Council, Karnataka', 'http://www.nelamangalatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Nippani City Municipal Council, Karnataka', 'http://nippanicity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Pandavapura Town Panchayath, Karnataka', 'http://pandavapuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Pavagada Town Municipal Council, Karnataka', 'http://www.pavagadatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Periyapatna Town Panchayat, Karnataka', 'http://www.periyapatnatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Rabakavi - Banahatti City Municipal Council, Karnataka', 'http://rabkavi-banahatticity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Raibag Town Panchayat, Karnataka', 'http://www.raibagtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Ranebennur City Municipal Council, Karnataka', 'http://ranebennurcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Robertsonpet City Municipal Council, Karnataka', 'http://www.robertsonpetcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Rona Town Municipal Council, Karnataka', 'http://www.ronatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sadalga Town Panchayat, Karnataka', 'http://www.sadalgatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sagara City Municipal Council, Karnataka', 'http://www.sagaracity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sakaleshpura Town Municipal Council, Karnataka', 'http://sakaleshpuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Saligrama Town Panchayat, Karnataka', 'http://www.saligramatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sandoor Town Municipal Council, Karnataka', 'http://www.sandoortown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sankeshwara Town Municipal Council, Karnataka', 'http://www.sankeshwaratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sargur Town Panchayat, Karnataka', 'http://sargurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Saundatti Town Municipal Council, Karnataka', 'http://www.saundattitown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Savanur Town Municipal Council, Karnataka', 'http://www.savanurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Shahabad City Municipal Council, Karnataka', 'http://shahabadcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Shidlaghatta Town Municipal Council, Karnataka', 'http://www.shidlaghattatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Shiggaon Town Municipal Council, Karnataka', 'http://www.shiggaontown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Shikaripura Town Municipal Council, Karnataka', 'http://www.shikaripuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Shimoga City Municipal Council, Karnataka', 'http://www.shimogacity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Shirahatti Town Panchayat, Karnataka', 'http://www.shirahattitown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Shiralakoppa Town Panchayat, Karnataka', 'http://shiralakoppatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Shringeri Town Panchayat, Karnataka', 'http://www.shringeritown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Siddapura Town Panchayat, Karnataka', 'http://www.siddapuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sindhanur City Municipal Council, Karnataka', 'http://www.sindhanurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sira City Municipal Council, Karnataka', 'http://www.siracity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sirsi City Municipal Council, Karnataka', 'http://www.sirsicity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Somwarpet Town Panchayat, Karnataka', 'http://www.somwarpettown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sorab Town Panchayat, Karnataka', 'http://www.sorabatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Srinivasapura Town Municipal Council, Karnataka', 'http://www.srinivasapuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Srirangapatna Town Municipal Council, Karnataka', 'http://www.srirangapatnatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Sullia Town Panchayat, Karnataka', 'http://www.sulliatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Talikote Town Municipal Council, Karnataka', 'http://www.talikotetown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Tarikere Town Municipal Council, Karnataka', 'http://www.tarikeretown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Tekkalakote Town Panchayath, Karnataka', 'http://www.tekkalakotetown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Terdal Town Municipal Council, Karnataka', 'http://www.terdaltown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Tiptur City Municipal Council, Karnataka', 'http://www.tipturcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['T. Narasipura Town Panchayat, Karnataka', 'http://www.tnarasipuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Turuvekere Town Panchayat, Karnataka', 'http://www.turuvekeretown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Udupi city Minicipal Council, Karnataka', 'http://www.udupicity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Vijayapura Town Municipal Council, Karnataka', 'https://vijayapura.nic.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Virajpet Town Panchayat, Karnataka', 'http://www.virajpettown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Wadi Town Municipal Council, Karnataka', 'http://www.waditown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Yelandur Town Panchayat, Karnataka', 'http://www.yelandurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Yellapura Town Panchayat, Karnataka', 'http://www.yellapuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Zilla Panchayat, Belgaum', 'http://zpbelgaum.kar.nic.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Zilla Panchayat, Tumkur, Karnataka', 'http://tumkurzillapanchayat.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Rural Development and Panchayat Raj Department, Karnataka']","['Zill Panchayath Yadgir District, Karnataka', 'http://zpyadgir.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Social Welfare Department, Karnataka']","['Directorate of welfare of disabled and senior citizens, Karnataka', 'http://welfareofdisabled.kar.nic.in', '']"
State & UTs,['Karnataka'],Department,"['Tourism Department, Karnataka']","['Karnataka State Tourism Development Corporation (KSTDC)', 'http://karnatakaholidays.net', 'KSTDC ']"
State & UTs,['Karnataka'],Department,"['Transport Department, Karnataka']","['Bangalore Metropolitan Transport Corporation (BMTC)', 'http://www.mybmtc.com', 'BMTC ']"
State & UTs,['Karnataka'],Department,"['Transport Department, Karnataka']","['Karnataka State Road Transport Corporation (KSRTC)', 'http://www.ksrtc.in', 'KSRTC ']"
State & UTs,['Karnataka'],Department,"['Urban Development Department, Karnataka']","['Bangalore Metropolitan Task Force (BMTF)', 'http://bmtf.gov.in', 'BMTF ']"
State & UTs,['Karnataka'],Department,"['Urban Development Department, Karnataka']","['Directorate of Municipal Administration, Karnataka', 'http://www.municipaladmn.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Urban Development Department, Karnataka']","['Karnataka Urban Infrastructure Development and Finance Corporation (KUIDFC)', 'http://www.kuidfc.com', 'KUIDFC ']"
State & UTs,['Karnataka'],Department,"['Urban Development Department, Karnataka']","['Mysuru Urban Development Authority, Karnataka', 'http://mudamysore.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Urban Development Department, Karnataka']","['Ramanagara City Municipal Council, Karnataka', 'http://www.ramanagaracity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Urban Development Department, Karnataka']","['Tumkur City Corporation, Karnataka', 'http://www.tumkurcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Urban Development Department, Karnataka']","['Yadgiri City Municipal Council, Karnataka', 'http://www.yadgirtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Department,"['Water Resources Department, Karnataka']","['Bangalore Water Supply And Sewerage Board (BWSSB)', 'https://www.bwssb.gov.in', 'BWSSB ']"
State & UTs,['Karnataka'],Department,"['Water Resources Department, Karnataka']","['Karnataka Neeravari Nigam Limited (KNNL), Bangalore', 'http://www.knnlindia.com', 'KNNL ']"
State & UTs,['Karnataka'],Department,"['Water Resources Department, Karnataka']","['Watershed Development Department, Karnataka', 'http://watershed.kar.nic.in', '']"
State & UTs,['Karnataka'],Department,"['Woman and Child Development Department, Karnataka']",[]
State & UTs,['Karnataka'],Department,"['Youth Empowerment and Sports Department, Karnataka']",[]
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Bangalore Metropolitan Region Development Authority ', 'http://bmrda.karnataka.gov.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Bangalore Metropolitan Transport Corporation (BMTC)', 'http://www.mybmtc.com', 'BMTC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Bangalore Water Supply And Sewerage Board (BWSSB)', 'https://www.bwssb.gov.in', 'BWSSB ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Bidar City Municipal Council, Karnataka', 'http://www.bidarcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Chamundeshwari Electricity Supply Corporation Limited (CESC), Mysore', 'http://www.cescmysore.org', 'CESC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['ebiz Karnataka - Karnataka Udyog Mitra', 'http://kum.karnataka.gov.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Hubli Electricity Supply Company Limited (HESCOM), Karnataka', 'http://www.hescom.co.in', 'HESCOM ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['iDeCK - Infrastructure Development Corporation Limited, Karnataka', 'http://www.ideck.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Food and Civil Supplies Corporation Limited (KFCSC)', 'http://www.kfcsc.com', 'KFCSC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Housing Board (KHB)', 'https://www.karnatakahousing.com', 'KHB ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Industrial Areas Development Board (KIADB)', 'http://www.kiadb.in', 'KIADB ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Minorities Development Corporation Limited', 'http://kmdc.karnataka.gov.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Neeravari Nigam Limited (KNNL), Bangalore', 'http://www.knnlindia.com', 'KNNL ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Power Transmission Corporation Limited (KPTCL)', 'http://www.kptcl.com', 'KPTCL ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Renewable Energy Development Limited (KREDL)', 'http://kredlinfo.in', 'KREDL ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Rural Infrastructure Development Limited', 'http://www.kridl.org', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Secondary Education Examination Board, Malleshwaram, Bangalore', 'http://kseeb.kar.nic.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Silk Industries Corporation (KSIC), Bengaluru', 'http://www.ksicsilk.com', 'KSIC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka Soaps and Detergents Limited', 'http://www.karnataka.gov.in/mysoresandal/Pages/home.aspx', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Agricultural Produce Processing and Export Corporation Limited  (KAPPEC)', 'http://kappec.kar.gov.in', 'KAPPEC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Diploma in Nursing Examination Board, Bangalore', 'http://www.ksdneb.org', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Electronics Development Corporation Limited (KEONICS)', 'http://keonics.com', 'KEONICS ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Financial Corporation (KSFC), Bangalore', 'http://ksfc.in', 'KSFC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Industrial and Infrastructure Development Corporation (KSIIDC)', 'http://www.ksiidc.com', 'KSIIDC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Minerals Corporation Limited (KSMCL)', 'http://www.ksmcl.org', 'KSMCL ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Police Housing Corporation Limited (KSPHC), Bangalore', 'http://www.ksphc.in', 'KSPHC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Pollution Control Board (KSPCB)', 'http://kspcb.gov.in', 'KSPCB ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Road Transport Corporation (KSRTC)', 'http://www.ksrtc.in', 'KSRTC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Seed Certification Agency, Hebbal, Bangalore', 'http://kssoca.karnataka.gov.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Tourism Development Corporation (KSTDC)', 'http://karnatakaholidays.net', 'KSTDC ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Karnataka State Warehousing Corporation, Bangalore', 'http://www.kswc.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Mangalore Electricity Supply Company Limited (MESCO), Karnataka', 'http://www.mesco.in', 'MESCO ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Mysuru Urban Development Authority, Karnataka', 'http://mudamysore.gov.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Rajiv Gandhi Rural Housing Corporation Limited (RGRHCL)', 'http://ashraya.kar.nic.in', 'RGRHCL ']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Roerich and Devika Rani Roerich Estate Board', 'http://www.roerich.kar.nic.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Boards / Undertakings,"['Technical Consultancy Services Organisation of Karnataka (TECSOK)', 'http://www.tecsok.com', 'TECSOK ']"
State & UTs,['Karnataka'],Board / Undertaking,Companies,"['The Mysore Paper Mills Limited', 'http://www.mpm.co.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Societies,"['Centre for e-Governance (CeG), Government of Karnataka', 'http://www.karnataka.gov.in/ceg', 'CeG ']"
State & UTs,['Karnataka'],Board / Undertaking,Societies,"['Kannada Abhivrudhi Praadhikaara', 'http://www.kannada-praadhikaara.gov.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Societies,"['Kannada Sahitya Parishat', 'http://www.kasapa.kar.nic.in', '']"
State & UTs,['Karnataka'],Board / Undertaking,Societies,"['Karnataka State AIDS Prevention Society (KSAPS)', 'http://www.ksaps.gov.in', 'KSAPS ']"
State & UTs,['Karnataka'],Board / Undertaking,Societies,"['Visvesvaraya Trade Promotion Centre, Bengaluru', 'https://www.vtpckarnataka.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Attached Offices,"['Office of the Chief Secretary, Government of Karnataka', 'https://csogok.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Agricultural Marketing Department, Karnataka', 'http://krishimaratavahini.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Ayush Department, karnataka', 'http://www.karnataka.gov.in/ayush', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Commercial Taxes Department, Karnataka', 'http://ctax.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Department of Archaeology, Museums and Heritage, Karnataka', 'http://www.karnatakaarchaeology.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Department of State Educational Research and Training', 'http://www.dsert.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Department of Treasuries, Government of Karnataka', 'http://karnatakatreasury.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Cooperative Audit, Karnataka', 'http://sahakaradarpana.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Economics and Statistics, Bangalore', 'http://des.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Employment and Training, Karnataka', 'http://emptrg.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Mass Education, Karnataka', 'http://karmassedn.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Minorities, Bangalore', 'https://gokdom.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Municipal Administration, Karnataka', 'http://www.municipaladmn.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Social Welfare, Karnataka', 'http://sw.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Translations', 'http://translations.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Urban land Transport', 'http://urbantransport.kar.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Vocational Education', 'http://www.karnataka.gov.in/dve/pages/home.aspx', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of welfare of disabled and senior citizens, Karnataka', 'http://welfareofdisabled.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Drug Control Department, Karnataka', 'http://drugs.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Excise Department, Karnataka', 'http://stateexcise.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Gazetteer Department, Karnataka', 'http://gazetteer.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Handlooms and Textiles Department, Karnataka ', 'http://www.textiles.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Information and Publicity Department, Karnataka', 'http://karnatakavarthe.org', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Karnataka Public Library', 'http://www.karnatakapubliclibrary.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Karnataka State Police', 'http://www.ksp.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Public Instruction Department, Karnataka', 'http://www.edukar.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Technical Education Department, Karnataka', 'http://dte.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Watershed Development Department, Karnataka', 'http://watershed.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Affiliated Organizations,"['State Livestock Breeding and Training Centre', 'http://slbtc.kar.nic.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Bangalore City Traffic Police', 'http://www.bangaloretrafficpolice.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Bangalore Metropolitan Task Force (BMTF)', 'http://bmtf.gov.in', 'BMTF ']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Bengaluru Traffic Police, Karnataka', 'https://btp.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Chamarajanagar District Police, Karnataka', 'http://chnpolice.gov.in', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Karnataka Council for Technological Upgradation (KCTU)', 'http://kctu.kar.nic.in', 'KCTU ']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Karnataka Fire and Emergency Services', 'http://www.karunadu.gov.in/ksfes', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Karnataka Power Corporation Limited, Bangalore', 'http://www.karnatakapower.com', '']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Karnataka Road Development Corporation Limited (KRDCL), Bangalore', 'http://www.krdcl.in', 'KRDCL ']"
State & UTs,['Karnataka'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Mysuru District Police, Karnataka', 'http://mysurudistrictpolice.gov.in', '']"
State & UTs,['Karnataka'],District,"['Bagalkot', 'http://bagalkot.nic.in']",
State & UTs,['Karnataka'],District,"['Ballari (Bellary)', 'http://bellary.nic.in']",
State & UTs,['Karnataka'],District,"['Belagavi (Belgaum)', 'https://belagavi.nic.in']",
State & UTs,['Karnataka'],District,"['Bengaluru (Bangalore) Rural', 'https://bangalorerural.nic.in']",
State & UTs,['Karnataka'],District,"['Bengaluru (Bangalore) Urban', 'https://bengaluruurban.nic.in']",
State & UTs,['Karnataka'],District,"['Bidar', 'http://bidar.nic.in']",
State & UTs,['Karnataka'],District,"['Chamarajanagar', 'http://chamrajnagar.nic.in']",
State & UTs,['Karnataka'],District,"['Chikballapur', 'http://chikballapur.nic.in']",
State & UTs,['Karnataka'],District,"['Chikkamagaluru (Chikmagalur)', 'http://chickmagalur.nic.in']",
State & UTs,['Karnataka'],District,"['Chitradurga', 'http://chitradurga.nic.in']",
State & UTs,['Karnataka'],District,"['Dakshina Kannada', 'https://dk.nic.in']",
State & UTs,['Karnataka'],District,"['Davangere', 'http://davanagere.nic.in']",
State & UTs,['Karnataka'],District,"['Dharwad', 'http://dharwad.nic.in']",
State & UTs,['Karnataka'],District,"['Gadag', 'https://gadag.nic.in']",
State & UTs,['Karnataka'],District,"['Hassan', 'https://hassan.nic.in']",
State & UTs,['Karnataka'],District,"['Haveri', 'http://haveri.nic.in']",
State & UTs,['Karnataka'],District,"['Kalaburagi (Gulbarga)', 'http://www.gulbarga.nic.in']",
State & UTs,['Karnataka'],District,"['Kodagu', 'https://kodagu.nic.in']",
State & UTs,['Karnataka'],District,"['Kolar', 'http://kolar.nic.in']",
State & UTs,['Karnataka'],District,"['Koppal', 'http://koppal.nic.in']",
State & UTs,['Karnataka'],District,"['Mandya', 'http://mandya.nic.in']",
State & UTs,['Karnataka'],District,"['Mysuru (Mysore)', 'http://mysore.nic.in']",
State & UTs,['Karnataka'],District,"['Raichur', 'http://raichur.nic.in']",
State & UTs,['Karnataka'],District,"['Ramanagara', 'http://ramanagara.nic.in']",
State & UTs,['Karnataka'],District,"['Shivamogga (Shimoga)', 'http://shimoga.nic.in']",
State & UTs,['Karnataka'],District,"['Tumakuru (Tumkur)', 'http://tumkur.nic.in']",
State & UTs,['Karnataka'],District,"['Udupi', 'http://udupi.nic.in']",
State & UTs,['Karnataka'],District,"['Uttara Kannada (Karwar)', 'http://uttarakannada.nic.in']",
State & UTs,['Karnataka'],District,"['Vijayapura (Bijapur)', 'http://bijapur.nic.in']",
State & UTs,['Karnataka'],District,"['Yadgir', 'https://yadgir.nic.in']",
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Afzalpur Town Panchayat, Karnataka', 'http://www.afzalpurtown.mrc.gov.in', '']"
